questionId,question,answers,wrongChoices,explanation,ordered,generatedWrongChoices
403213a8-ac3b-4a48-bb24-670043c6fa34,インターネット,Internet,"","",0,0
02614b25-1022-4006-a8a1-b2bea3815612,インターネットを使う,use the Internet,"","",0,0
7763453d-8c11-4f16-9f49-a6cbb690dd45,ネットを見る,surf the Internet,"","",0,0
f90fc319-c29c-41ac-8392-4cb332e4120c,ネットで動画を見る,watch videos online,"","",0,0
9466d0fd-f1ac-439b-9451-adf9d0f9e87b,(パソコンで)メールを送る,send an email,"","",0,0
9255d219-c420-4c81-9c4a-424856595783,アプリをインストールする,install an app,"","",0,0
0126cba6-1ef7-4f3f-8306-48361e48f69b,性格,personality,"","",0,0
e9e33fdc-f007-4f1f-b6f6-239f19c7a2a6,親切な,kind,"","",0,0
bfc6eefd-7846-4923-9a5b-e0d574b9aad7,優しい,gentle,"","",0,0
9e8160df-7a53-4618-b617-30c183dc1f63,心の温かい,warm-hearted,"","",0,0
8f23f521-54e6-4756-a05e-246d051b1a97,親しみやすい,friendly,"","",0,0
9b7cdfd6-f0d8-47c0-8e5d-18913f7e7c2e,明るい,cheerful,"","",0,0
ab1824e8-0ada-4857-8ac3-5ea8fc40ea62,おもしろい,funny,"","",0,0
9ab8060d-d3a7-4f27-a95e-022e2e831d29,積極的な,active,"","",0,0
aa450204-8ba9-4806-8717-6f0a83d3d1e9,慎重な・注意深い,careful,"","",0,0
46cdcad2-cadd-4fb9-860b-2a1cc527c840,思いやりのある,considerate,"","",0,0
004c8184-ac43-48fb-b8e0-ec013240c547,のんきな,easy-going,"","",0,0
2ea3a195-b4ea-422a-8be3-f2e50a781706,神経質な,sensitive,"","",0,0
234d1eef-2b7d-484f-aace-4ecf94e8ba64,頑固な,stubborn,"","",0,0
9f48bd46-369b-4c37-b7d3-14c8cb627320,前向きな,positive,"","",0,0
612357b5-fe79-4799-95a8-d631ed26f5dd,率直な,frank,"","",0,0
56aa3969-17a8-4fc0-acf1-b28678c73513,おしゃべりな,talkative,"","",0,0
a4062b38-0a71-4739-ad63-4d2ef4c79fb3,恥ずかしがり屋の,shy,"","",0,0
56b6986d-be6f-4d6f-a732-1c3410e853e1,おとなしい,quiet,"","",0,0
be9f236c-d15d-4434-b64f-697ceb4fb3f5,正直な,honest,"","",0,0
05193c47-0199-4ee5-b441-6ecc728d56ba,礼儀正しい,polite,"","",0,0
607e6f99-9bb7-48e7-8423-61a3284656aa,勤勉な,hardworking,"","",0,0
ce3e70b6-b3cd-4902-81e5-75276cc99869,謙虚な,modest,"","",0,0
d32f2dc5-c855-4df2-961b-1bc0c528c591,時間を守る,punctual,"","",0,0
910a005a-6d5e-48fc-be8c-89b79708df6d,自己主張する,assertive,"","",0,0
dc71f067-91fa-4908-bf7a-3d9891dc522e,祝日,holidays,"","",0,0
646e9b09-e126-4a8d-b9d1-a1b01b9d2ef5,イベント,event,"","",0,0
e9480512-74d1-45ba-b573-fda7e293d6d9,記念日,anniversary,"","",0,0
738f4b03-6713-45ef-a888-d42f913bd1dd,元旦,New Year's Day,"","",0,0
84d56b77-0e54-40b7-8da8-cd6e5fe3fe28,夏祭り,summer festival,"","",0,0
20f3845d-c849-4d9e-bbee-54fb605bea6a,クリスマス,Christmas,"","",0,0
3afb2c4a-5eea-42c4-aa2e-f740146b5d8e,大みそか,New Year's Eve,"","",0,0
94d59873-7544-43a2-8d67-fb8ad6fdb728,爆発する,explode,"","",0,0
f6f9e381-7ff0-4ea0-afb0-bbc959942e63,かき混ぜる,stir,"","",0,0
8cf22f1a-38bf-483e-9387-31ca0df930ac,障壁,barrier,"","",0,0
