questionId,question,answers,wrongChoices,explanation,ordered,generatedWrongChoices
39b84b8d-e912-405c-882a-e7b7d549404a,while,一方で,"","",0,0
d9b5d561-01e3-4d91-957e-5200d511823a,appear,見える,"","",0,0
814f81ed-0233-44c8-a2d6-5314ddc4d6af,pick up,身に付ける,"","",0,0
348f4568-d6ee-45e6-a3ed-fe11e00b4c70,necessarily,必然的に,"","",0,0
f91e0809-931e-4b67-b600-290ce6f3623d,undoubtedly,間違いなく,"","",0,0
8b68d25c-a2fd-49bc-ac9e-a4b429dac5db,genetic,遺伝,"","",0,0
c80094ab-983d-4987-86df-0ea965266698,convince,確信させる,"","",0,0
3390b8fa-74c6-4143-bfb4-5fe357bd1814,absorb,吸収する,"","",0,0
e4c72d56-0ec3-46ac-a742-3919d9845130,achievement,達成,"","",0,0
1730df7c-4da7-4f91-b401-613a01d1b5b8,in short,要するに,"","",0,0
b8fbbd86-8182-4348-bc21-fdfb6b683ae9,motivate,動機を与える,"","",0,0
b5b69cc8-278b-4cc7-8fbb-b4d6acf881da,factor,要因,"","",0,0
2302ad0c-56f9-46ac-bbec-8a2eeb01beb7,on the other hand,一方で,"","",0,0
0b0dc285-cc7f-4025-92da-77cbf88da507,suppose,思う,"","",0,0
b234a4d4-9673-4c69-ac2b-4aa4031ffd8f,poor,乏しい,"","",0,0
06e9d3ed-28e1-48f3-8310-8dd5d639bd41,compensate for,を補う,"","",0,0
4bc40db9-9bcd-4a24-a617-7709efc62d74,decline,低下,"","",0,0
f6ab443d-b33a-4080-8f79-b4534cbb6fad,grasp,を理解する,"","",0,0
f2778d62-2d29-4f07-b775-ebaaa21f763c,set aside time,時間を取っておく,"","",0,0
f397f97f-ec3a-4068-ad88-8e6f4f794762,encourage,促進する,"","",0,0
70aa9b9b-7474-47cb-af15-49d303a394af,further,それ以上に,"","",0,0
6ec31cf2-7e0b-4135-aa80-0a5a702b81d3,pointless,無意味,"","",0,0
20ad1919-2189-4dbe-a698-a6e4389a8640,generalize,一般化する,"","",0,0
ddbe91e2-0d05-4325-a2f0-2c2eaad50b07,enthusiasm,熱意,"","",0,0
096fc80c-a2a4-4406-a621-2c65bfbd4894,blindfolded,目隠しされた,"","",0,0
e6d44cad-8585-408b-90bd-f3d8b25a69d4,chew,かむ,"","",0,0
4d889e39-3460-41a9-9a89-79f08d2710e7,on the way,途中,"","",0,0
fb57b965-f512-4b9f-b430-eb6ab3385fe5,researcher,研究員,"","",0,0
18b4c8dc-0f2c-4654-a2c0-1dc9597fd7e2,perform,行う,"","",0,0
644ae75a-2980-44e8-8e61-06a2483596c8,sensation,感覚,"","",0,0
43c00012-1fc5-481f-8cba-7261f76727a4,enjoyable,楽しい,"","",0,0
d491562c-c244-4197-b743-57bf096c3d08,tongue,舌,"","",0,0
8aa71ef9-8b55-4dfa-9529-836e334beda1,aim,目的,"","",0,0
b6046d2d-92a4-4fce-bbef-38d8f70b75ca,stand up,立ち上がる,"","",0,0
d5585594-525c-44b1-be00-ef1defce4205,against,に対して,"","",0,0
54f43233-5d87-438f-a5df-89271527bbdf,business,企業,"","",0,0
432a2b4f-1dfe-4d06-b562-2e52d8086bda,candlelight,ろうそくの光,"","",0,0
07396e42-7e7e-4e25-9391-e349183d1dc0,planet,惑星,"","",0,0
